id,gender,age,possible_max_value,possible_min_value,biomarker_id
1018,,,5000.0,0.0,1018
1019,,,0.2,0.0,1019
1020,,,3000.0,100.0,1020
1021,,,2.176,0.0,1021
1022,,,100.0,0.0,1022
1023,,,20.0,8.0,1023
1024,,,60.0,1.0,1024
1025,,,50.0,0.0,1025
1026,,,0.70968,0.0070968,1026
1028,,,5.0,0.0,1028
1029,,,100.0,0.0,1029
1031,,,150.0,0.0,1031
1032,,,11.407,0.0,1032
1033,,,600000.0,2000.0,1033
1034,,,7.785,0.0,1034
1035,,,2.9548,0.0,1035
1036,,,100.0,0.0,1036
1038,,,20000.0,0.0,1038
1039,,,5000.0,0.0,1039
1040,,,100.0,0.0,1040
1042,,,3.105,0.621,1042
1043,,,9000.0,0.0,1043
1044,,,1500000.0,0.0,1044
1045,,,234010.0,11700.0,1045
1046,,,1.0,0.0,1046
1047,,,0.0066507,0.0,1047
1048,,,5000.0,0.0,1048
1049,,,20000.0,1000.0,1049
1050,,,463.53,0.0,1050
1051,,,0.3,0.0,1051
1052,,,2282.6,0.0,1052
1053,,,5000.0,0.0,1053
1054,,,4.62,0.0,1054
1055,,,200000.0,0.0,1055
1056,,,10.439,0.0,1056
1057,,,3000000.0,0.0,1057
1058,,,235.11,0.7837,1058
1059,,,1500000.0,0.0,1059
1061,,,84.239,0.0,1061
1063,,,1.557,0.0,1063
1064,,,100.0,9.0,1064
1065,,,1.6319,0.0054395,1065
1066,,,613.165,0.0,1066
1068,,,10000.0,0.0,1068
1069,,,100.0,0.0,1069
1070,,,1.8137,0.0,1070
1071,,,0.1,0.0,1071
1072,,,2192.4,10.962,1072
1073,,,2000.0,10.0,1073
1074,,,2000.0,0.0,1074
1075,,,0.5,0.0,1075
1076,,,2000.0,0.0,1076
1077,,,2000.0,0.0,1077
1078,,,2000.0,0.0,1078
1079,,,2000.0,0.0,1079
1080,,,555.56,0.0,1080
1081,,,827.67,0.0,1081
1082,,,144.315,0.0,1082
1083,,,60.522,0.0,1083
1084,,,144.315,0.0,1084
1085,,,2886.3,0.0,1085
1086,,,300.77,0.0,1086
1088,,,178030.0,0.0,1088
1089,,,20891.0,0.0,1089
1090,,,0.002,0.0,1090
1091,,,0.002,0.0,1091
1092,,,499330.0,16644.0,1092
1093,,,20.891,0.020891,1093
1094,,,10000.0,0.0,1094
1095,,,2000.0,0.0,1095
1096,,,2000.0,0.0,1096
1097,,,15047.0,0.0,1097
1103,,,1000.0,1.0,1103
1105,,,100.0,0.0,1105
1106,,,0.55,0.05,1106
1107,,,1.0,0.03,1107
1108,,,1.5,0.02,1108
1109,,,1.0,0.03,1109
1110,,,100.0,0.0,1110
1111,,,100.0,1.0,1111
1112,,,100.0,8.0,1112
1113,,,50.0,2.0,1113
1114,,,70.0,1.0,1114
1115,,,400.0,8.0,1115
1116,,,200.0,3.0,1116
1117,,,500.0,0.0,1117
1119,,,200000.0,0.0,1119
1120,,,200000.0,0.0,1120
1121,,,2.0,0.0,1121
1122,,,2000.0,0.0,1122
1124,,,100.0,5.0,1124
1125,,,2000000.0,9000.0,1125
1126,,,5.0,0.0,1126
1127,,,2000.0,100.0,1127
1128,,,100.0,8.0,1128
1129,,,100.0,7.0,1129
1130,,,300.0,0.0,1130
1132,,,300000.0,0.0,1132
1133,,,2000.0,0.0,1133
1134,,,100.0,1.0,1134
1135,,,100.0,2.0,1135
1136,,,100.0,4.0,1136
1137,,,200000.0,3000.0,1137
1139,,,200.0,0.0,1139
1142,,,95.0,1.0,1142
1143,,,2.0,0.01,1143
1144,,,100000.0,0.0,1144
1145,,,10000.0,0.0,1145
1146,,,4000.0,0.0,1146
1147,,,4000.0,0.0,1147
1148,,,10000.0,0.0,1148
1149,,,300000.0,0.0,1149
1150,,,20000.0,0.0,1150
1151,,,3000.0,1.0,1151
1153,,,7.06115,0.353057,1153
1154,,,0.7,0.0,1154
1155,,,100000.0,0.0,1155
1156,,,965.26,0.0,1156
1157,,,201.688,0.0,1157
1158,,,389.97,2.5998,1158
1159,,,19427400.0,1110140.0,1159
1160,,,196.3,0.0,1160
1161,,,47.851,0.0,1161
1162,,,25.63,0.0,1162
1163,,,71394000.0,713940.0,1163
1165,,,1.15,0.0,1165
1166,,,200.0,4.0,1166
1167,,,30.0,0.1,1167
1168,,,300000.0,0.0,1168
1169,,,30.634,0.020423,1169
1170,,,6.0575,0.012115,1170
1171,,,6.1084,0.042759,1171
1172,,,1.4106,0.014106,1172
1173,,,1.8507,0.018507,1173
1174,,,0.044547,0.00089094,1174
1175,,,0.6759,0.0,1175
1176,,,10.0,0.2,1176
1177,,,1000.0,0.0,1177
1178,,,500.0,0.0,1178
1179,,,1.0,0.0,1179
1181,,,3000000.0,0.0,1181
1182,,,500000000000.0,0.0,1182
1183,,,500000000.0,0.0,1183
1184,,,5000000000.0,0.0,1184
1185,,,500000000.0,0.0,1185
1186,,,5000000000.0,0.0,1186
1187,,,50000000000000.0,0.0,1187
1188,,,500000000.0,0.0,1188
1189,,,500000000.0,0.0,1189
1190,,,500000000.0,0.0,1190
1191,,,50000000.0,0.0,1191
1192,,,50000000.0,0.0,1192
1193,,,5000000.0,0.0,1193
1194,,,50000.0,0.0,1194
1195,,,50000.0,0.0,1195
1196,,,50000.0,0.0,1196
1197,,,50000000.0,0.0,1197
1198,,,50000000.0,0.0,1198
1199,,,500000000.0,0.0,1199
1200,,,50000.0,0.0,1200
1201,,,50000000.0,0.0,1201
1202,,,5000000.0,0.0,1202
1203,,,5000000.0,0.0,1203
1204,,,50000.0,0.0,1204
1205,,,50000.0,0.0,1205
1206,,,50000.0,0.0,1206
1207,,,50000.0,0.0,1207
1208,,,50000000.0,0.0,1208
1209,,,50000.0,0.0,1209
1210,,,5.0,0.0,1210
1211,,,5.0,0.0,1211
1212,,,500000.0,0.0,1212
1213,,,50000.0,0.0,1213
1214,,,50000.0,0.0,1214
1215,,,50000.0,0.0,1215
1216,,,5000000000.0,0.0,1216
1217,,,5000000.0,0.0,1217
1218,,,5000000.0,0.0,1218
1219,,,5000000.0,0.0,1219
1220,,,50000.0,0.0,1220
1221,,,50000000.0,0.0,1221
1222,,,5.0,0.0,1222
1223,,,5.0,0.0,1223
1224,,,5.0,0.0,1224
1273,,,200000.0,0.0,1273
1274,,,1.0,0.0,1274
1275,,,1.0,0.0,1275
1276,,,1.0,0.0,1276
1277,,,1.0,0.002,1277
1278,,,0.6,0.002,1278
1279,,,16652100.0,1665210.0,1279
1280,,,10.0,0.0,1280
1281,,,10.0,0.0,1281
1282,,,8.0,0.0,1282
1283,,,20.0,-2.0,1283
1284,,,9.0,-5.0,1284
1285,,,9.0,-4.0,1285
1286,,,9.0,-4.0,1286
1287,,,8.0,-4.0,1287
1288,,,10.0,-4.0,1288
1289,,,5.0,-1.0,1289
1290,,,5.0,-4.0,1290
1291,,,6.0,-4.0,1291
1292,,,5.0,-3.0,1292
1293,,,5.0,-3.0,1293
1294,,,9.0,-1.0,1294
1295,,,5.0,0.0,1295
1296,,,7.0,0.0,1296
1297,,,10.0,0.0,1297
1299,,,9.0,-7.0,1299
1300,,,6.0,-22.0,1300
1301,,,10.0,-10.0,1301
1302,,,5.0,-10.0,1302
1303,,,7.0,-30.0,1303
1304,,,5.0,-40.0,1304
1305,,,3.0,-10.0,1305
1306,,,4.0,-10.0,1306
1307,,,4.0,-10.0,1307
1308,,,4.0,-10.0,1308
1309,,,3.0,-30.0,1309
1310,,,7.0,-10.0,1310
1312,,,1.0,0.0,1312
1313,,,1.0,0.0,1313
1314,,,1.0,0.0,1314
1315,,,1.0,0.0,1315
1317,,,1.0,0.0,1317
1318,,,1.0,0.0,1318
1319,,,50.0,0.0,1319
1320,,,30.0,0.0,1320
1321,,,50.0,0.0,1321
1324,,,500000.0,0.0,1324
1326,,,1000.0,0.0,1326
1327,,,100.0,4.0,1327
1328,,,100.0,0.0,1328
1329,,,100.0,0.0,1329
1330,,,100.0,0.0,1330
1331,,,100.0,4.0,1331
1332,,,100.0,0.0,1332
1333,,,100.0,0.0,1333
1334,,,10000.0,0.0,1334
1335,,,1.0,0.0,1335
1336,,,20000.0,0.0,1336
1337,,,1.0,0.0,1337
1338,,,1000.0,10.0,1338
1339,,,100.0,0.0,1339
1340,,,1000.0,10.0,1340
1341,,,100.0,0.0,1341
1342,,,5000.0,0.0,1342
1343,,,100.0,0.0,1343
1344,,,100.0,0.0,1344
1345,,,200000.0,0.0,1345
1346,,,100.0,0.0,1346
1347,,,50.0,1.0,1347
1348,,,100.0,0.0,1348
1349,,,200000.0,0.0,1349
1350,,,100.0,0.0,1350
1352,,,3000.0,6.0,1352
1353,,,6000.0,30.0,1353
1354,,,100.0,1.0,1354
1355,,,100.0,2.0,1355
1356,,,600.0,5.0,1356
1357,,,3467150.0,0.0,1357
1360,,,5677800.0,0.0,1360
1361,,,10000.0,0.0,1361
1362,,,10000.0,0.0,1362
1363,,,400.0,0.0,1363
1364,,,1.0,0.0,1364
1365,,,1.0,0.0,1365
1366,,,1.0,0.0,1366
1367,,,1.0,0.0,1367
1368,,,1.0,0.0,1368
1369,,,1.0,0.0,1369
1370,,,1.0,0.0,1370
1371,,,1.0,0.0,1371
1372,,,1.0,0.0,1372
1373,,,1.0,0.0,1373
1374,,,1.0,0.0,1374
1375,,,1200.0,0.0,1375
1376,,,600.0,8.0,1376
1377,,,3300.0,60.0,1377
1378,,,100.0,3.0,1378
1379,,,100.0,2.0,1379
1380,,,100.0,2.0,1380
1381,,,100.0,3.0,1381
1382,,,1.0,0.0,1382
1384,,,2758.9,0.0,1384
1385,,,10401.3,0.0,1385
1386,,,30000000.0,0.0,1386
1387,,,1.0,0.0,1387
1388,,,1.0,0.0,1388
1389,,,100.0,-100.0,1389
1390,,,100.0,-6.0,1390
1391,,,100.0,-6.0,1391
1392,,,100.0,-6.0,1392
1393,,,100.0,-6.0,1393
1394,,,100.0,-6.0,1394
1395,,,100.0,-6.0,1395
1396,,,100.0,-6.0,1396
1397,,,100.0,-6.0,1397
1398,,,100.0,-6.0,1398
1399,,,100.0,-6.0,1399
1400,,,100.0,-8.0,1400
1401,,,100.0,0.0,1401
1402,,,20000.0,0.0,1402
1403,,,50000.0,0.0,1403
1404,,,2000.0,0.0,1404
1405,,,50000.0,0.0,1405
1406,,,50000.0,0.0,1406
1407,,,20000.0,0.0,1407
1408,,,10000.0,0.0,1408
1409,,,1.0,0.0,1409
1410,,,1.0,0.0,1410
1411,,,10000.0,0.0,1411
1412,,,1.0,0.0,1412
1413,,,1.0,0.0,1413
1414,,,1.0,0.0,1414
1415,,,1.0,0.0,1415
1416,,,500.0,0.0,1416
1417,,,500.0,0.0,1417
1418,,,1.0,0.0,1418
1419,,,1.0,0.0,1419
1420,,,1.0,0.0,1420
1421,,,1.0,0.0,1421
1422,,,1.0,0.0,1422
1423,,,1.0,0.0,1423
1424,,,1.0,0.0,1424
1425,,,1.0,0.0,1425
1426,,,1.0,0.0,1426
1427,,,500.0,0.0,1427
1428,,,1.0,0.0,1428
1429,,,500.0,0.0,1429
1432,,,60.0,1.0,1432
1433,,,500.0,1.0,1433
1434,,,20.0,0.1,1434
1435,,,100.0,0.0,1435
1436,,,100.0,0.0,1436
1437,,,500.0,1.0,1437
1438,,,20.0,0.1,1438
1439,,,300.0,10.0,1439
1440,,,10.0,1.0,1440
1441,,,100.0,1.0,1441
1442,,,5.0,0.1,1442
1443,,,2000.0,10.0,1443
1444,,,80.0,1.0,1444
1445,,,100.0,0.0,1445
1446,,,80.0,1.0,1446
1447,,,1000.0,10.0,1447
1448,,,1.0,0.0,1448
1449,,,1.0,0.0,1449
1450,,,10000.0,600.0,1450
1451,,,1.0,0.0,1451
1452,,,1.0,0.0,1452
1453,,,1.0,0.0,1453
1454,,,600.0,10.0,1454
1455,,,2000.0,0.0,1455
1456,,,500000.0,0.0,1456
1457,,,5000.0,0.0,1457
1458,,,100.0,0.0,1458
1459,,,50000.0,0.0,1459
1460,,,20000.0,0.0,1460
1461,,,300000.0,0.0,1461
1462,,,20000.0,0.0,1462
1463,,,1000000.0,0.0,1463
1464,,,1000.0,0.0,1464
1465,,,6812400.0,34062.0,1465
1466,,,600000000.0,0.0,1466
1467,,,4.16664,0.0,1467
1468,,,10.0,0.0,1468
1469,,,1800.0,60.0,1469
1470,,,1200.0,60.0,1470
1471,,,600.0,1.0,1471
1472,,,100000.0,0.0,1472
1473,,,50000.0,0.0,1473
1474,,,10000.0,0.0,1474
1477,,,4.6757,0.02338,1477
1478,,,37.314,0.0,1478
1479,,,50.0,0.0,1479
1480,,,1.0,0.0,1480
1481,,,10000.0,0.0,1481
1482,,,1.0,0.0,1482
1483,,,20000.0,0.0,1483
1484,,,1.0,0.0,1484
1485,,,10000.0,0.0,1485
1486,,,1.0,0.0,1486
1487,,,1.0,0.0,1487
1488,,,1.0,0.0,1488
1489,,,50000.0,0.0,1489
1490,,,1.0,0.0,1490
1491,,,1.0,0.0,1491
1492,,,50000.0,0.0,1492
1493,,,10.0,0.0,1493
1494,,,1000.0,0.0,1494
1495,,,70.0,0.0,1495
1497,,,50.0,0.0,1497
1498,,,100000.0,0.0,1498
1499,,,1000.0,0.0,1499
1500,,,90.9091,0.0454545,1500
1501,,,100.0,0.0,1501
1503,,,46.984,0.0,1503
1504,,,1.0,0.0,1504
1505,,,5000000.0,100000.0,1505
1506,,,5000000.0,100000.0,1506
1507,,,5000000.0,100000.0,1507
1508,,,5000000.0,100000.0,1508
1509,,,543.69,1.08738,1509
1510,,,3000000.0,10000.0,1510
1511,,,1.0,0.0,1511
1512,,,500.0,0.0,1512
1513,,,1.0,0.0,1513
1514,,,1.0,0.0,1514
1515,,,1.0,0.0,1515
1516,,,200000.0,0.0,1516
1517,,,1.0,0.0,1517
1518,,,1.0,0.0,1518
1519,,,20000.0,0.0,1519
1520,,,1.0,0.0,1520
1521,,,20000.0,0.0,1521
1522,,,1.0,0.0,1522
1523,,,10000.0,0.0,1523
1524,,,10000.0,0.0,1524
1525,,,1.0,0.0,1525
1527,,,1.0,0.0,1527
1529,,,1.0,0.0,1529
1531,,,400.0,0.0,1531
1532,,,100.0,0.0,1532
1536,,,10000.0,0.0,1536
1540,,,10000.0,0.0,1540
1545,,,1.0,0.0,1545
1546,,,1.0,0.0,1546
1549,,,20000.0,0.0,1549
1550,,,5.0,0.0,1550
1551,,,5.0,0.0,1551
1552,,,40.0,0.0,1552
1553,,,100.0,0.0,1553
1554,,,1.83565,0.0,1554
1556,,,500000.0,0.0,1556
1557,,,0.104167,0.0,1557
1558,,,200.0,0.0,1558
1559,,,200.0,1.0,1559
1560,,,200000.0,0.0,1560
1561,,,40.0,0.01,1561
1562,,,10.0,0.01,1562
1563,,,1.0,0.0,1563
1564,,,77.57,0.0,1564
1565,,,30.0,0.01,1565
1566,,,10000.0,0.0,1566
1567,,,40.0,0.01,1567
1568,,,30.0,0.01,1568
1569,,,500.0,0.0,1569
1570,,,6000.0,1.0,1570
1571,,,4000.0,1.0,1571
1572,,,1000.0,1.0,1572
1573,,,200.0,0.01,1573
1574,,,100.0,0.01,1574
1575,,,100.0,0.01,1575
1576,,,10000.0,10.0,1576
1577,,,20.0,0.001,1577
1578,,,100.0,0.001,1578
1579,,,30.0,0.01,1579
1580,,,30.0,0.01,1580
1581,,,5000.0,0.0,1581
1582,,,10000.0,0.0,1582
1583,,,1.0,0.0,1583
1588,,,1.0,0.0,1588
1589,,,1.0,0.0,1589
1590,,,12.0,5.0,1590
1591,,,1.0,0.0,1591
1592,,,1.0,0.0,1592
1593,,,1.0,0.0,1593
1594,,,1.0,0.0,1594
1595,,,1.0,0.0,1595
1596,,,1.0,0.0,1596
1597,,,1.0,0.0,1597
1598,,,1.0,0.0,1598
1599,,,1.0,0.0,1599
1601,,,1.0,0.0,1601
1602,,,1.0,0.0,1602
1603,,,1.0,0.0,1603
1604,,,1.0,0.0,1604
1607,,,200.0,0.0,1607
1609,,,100.0,0.0,1609
1610,,,1.0,0.0,1610
1611,,,1.0,0.0,1611
1612,,,1.0,0.0,1612
1614,,,1.0,0.0,1614
1615,,,1.0,0.0,1615
1616,,,1.0,0.0,1616
1617,,,1.0,0.0,1617
1618,,,1.0,0.0,1618
1619,,,1.0,0.0,1619
1620,,,1.0,0.0,1620
1621,,,1.0,0.0,1621
1622,,,1.0,0.0,1622
1623,,,1.0,0.0,1623
1624,,,1.0,0.0,1624
1625,,,1.0,0.0,1625
1626,,,1.0,0.0,1626
1627,,,1.0,0.0,1627
1628,,,1.0,0.0,1628
1629,,,1.0,0.0,1629
1630,,,1.0,0.0,1630
1631,,,1.0,0.0,1631
1632,,,1.0,0.0,1632
1633,,,1.0,0.0,1633
1634,,,1.0,0.0,1634
1635,,,1.0,0.0,1635
1636,,,1.0,0.0,1636
1637,,,1.0,0.0,1637
1638,,,1.0,0.0,1638
1639,,,1.0,0.0,1639
1640,,,1.0,0.0,1640
1641,,,1.0,0.0,1641
1642,,,1.0,0.0,1642
1643,,,1.0,0.0,1643
1644,,,1.0,0.0,1644
1645,,,1.0,0.0,1645
1646,,,1.0,0.0,1646
1647,,,1.0,0.0,1647
1648,,,1.0,0.0,1648
1649,,,1.0,0.0,1649
1650,,,1.0,0.0,1650
1651,,,1.0,0.0,1651
1652,,,1.0,0.0,1652
1653,,,1.0,0.0,1653
1654,,,1.0,0.0,1654
1655,,,1.0,0.0,1655
1656,,,1.0,0.0,1656
1657,,,500000.0,100000.0,1657
1658,,,500000000.0,0.0,1658
1659,,,500000.0,0.0,1659
1660,,,500000000.0,0.0,1660
1661,,,5000000.0,0.0,1661
1662,,,500000000.0,0.0,1662
1664,,,50000.0,0.0,1664
1665,,,50000.0,0.0,1665
1666,,,5000000.0,0.0,1666
1667,,,5000000000.0,0.0,1667
1668,,,5000000.0,0.0,1668
1669,,,50000000.0,0.0,1669
1670,,,500000000.0,0.0,1670
1671,,,300.0,0.0,1671
1673,,,1.0,0.0,1673
1675,,,1.0,0.0,1675
1676,,,25000.0,0.0,1676
1678,,,1.0,0.0,1678
1679,,,500.0,0.0,1679
1680,,,1.0,0.0,1680
1681,,,1.0,0.0,1681
1682,,,1.0,0.0,1682
1683,,,1.0,0.0,1683
1684,,,1.0,0.0,1684
1685,,,1.0,0.0,1685
1686,,,1.0,0.0,1686
1687,,,1.0,0.0,1687
1688,,,1.0,0.0,1688
1689,,,1.0,0.0,1689
1690,,,1.0,0.0,1690
1691,,,1.0,0.0,1691
1692,,,1.0,0.0,1692
1693,,,50.0,0.0,1693
1694,,,100.0,0.0,1694
1695,,,50.0,0.0,1695
1696,,,100.0,0.0,1696
1697,,,50.0,0.0,1697
1698,,,100.0,0.0,1698
1699,,,1.0,0.0,1699
1701,,,1.0,0.0,1701
1702,,,1.0,0.0,1702
1703,,,1.0,0.0,1703
1704,,,1.0,0.0,1704
1705,,,1.0,0.0,1705
1706,,,1.0,0.0,1706
1708,,,1.0,0.0,1708
1709,,,1.0,0.0,1709
1710,,,1.0,0.0,1710
1712,,,5000000000.0,0.0,1712
1713,,,5000000000.0,0.0,1713
1714,,,5000000000.0,0.0,1714
1715,,,5000000000.0,0.0,1715
1716,,,50000000.0,0.0,1716
1717,,,50000000.0,0.0,1717
1718,,,50000.0,0.0,1718
1719,,,50000000.0,0.0,1719
1720,,,50000000.0,0.0,1720
1721,,,50000.0,0.0,1721
1722,,,5000.0,0.0,1722
1723,,,5000.0,0.0,1723
1724,,,5000.0,0.0,1724
1725,,,50000000.0,0.0,1725
1726,,,50000.0,0.0,1726
1727,,,5000000.0,0.0,1727
1728,,,50000000.0,0.0,1728
1729,,,500000000.0,0.0,1729
1730,,,50000.0,0.0,1730
1731,,,50000000.0,0.0,1731
1732,,,50000.0,0.0,1732
1733,,,50000.0,0.0,1733
1734,,,500000000.0,0.0,1734
1735,,,50000000.0,0.0,1735
1736,,,50000000.0,0.0,1736
1737,,,50000000.0,0.0,1737
1738,,,50000.0,0.0,1738
1739,,,500000000.0,0.0,1739
1740,,,50000.0,0.0,1740
1741,,,50000.0,0.0,1741
1742,,,50000.0,0.0,1742
1743,,,50000.0,0.0,1743
1744,,,50000000.0,0.0,1744
1745,,,50000.0,0.0,1745
1746,,,50000000.0,0.0,1746
1747,,,50000000.0,0.0,1747
1748,,,50000.0,0.0,1748
1749,,,50000000.0,0.0,1749
1750,,,50000.0,0.0,1750
1751,,,50000.0,0.0,1751
1752,,,50000.0,0.0,1752
1753,,,50000000.0,0.0,1753
1754,,,50000000.0,0.0,1754
1755,,,50000000.0,0.0,1755
1756,,,50000000.0,0.0,1756
1757,,,500000000.0,0.0,1757
1758,,,5000000.0,0.0,1758
1759,,,50000.0,0.0,1759
1760,,,50000.0,0.0,1760
1761,,,100.0,60.0,1761
1762,,,150000000.0,-10000000.0,1762
1763,,,1.0,0.0,1763
1764,,,5.0,0.0,1764
1765,,,2.0,0.0,1765
1766,,,1.0,0.0,1766
1767,,,1.0,0.0,1767
1768,,,1000.0,0.0,1768
1769,,,1.0,0.0,1769
1770,,,100.0,0.0,1770
1771,,,1.0,0.0,1771
1772,,,1.0,0.0,1772
1773,,,1.0,0.0,1773
1774,,,1.0,0.0,1774
1775,,,5.0,0.0,1775
1776,,,5.0,0.0,1776
1777,,,5.0,0.0,1777
1778,,,5.0,0.0,1778
1779,,,5.0,0.0,1779
1780,,,5.0,0.0,1780
1781,,,1.0,0.0,1781
1782,,,1.0,0.0,1782
1784,,,50000.0,0.0,1784
1785,,,1.0,0.0,1785
1786,,,1.0,0.0,1786
1787,,,1.0,0.0,1787
1788,,,1.0,0.0,1788
1790,,,2.0,0.0,1790
1791,,,1.0,0.0,1791
1793,,,400000000.0,0.0,1793
1794,,,100000000.0,0.0,1794
1796,,,50000.0,0.0,1796
1798,,,6205600.0,155140.0,1798
1800,,,50000.0,0.0,1800
1801,,,200000.0,0.0,1801
1802,,,50000.0,0.0,1802
1803,,,1000000.0,20000.0,1803
1804,,,163709.0,163.709,1804
1805,,,0.1,0.0,1805
1809,,,1.0,0.0,1809
1810,,,1.0,0.0,1810
1812,,,4000.0,0.0,1812
1813,,,100.0,3.0,1813
1814,,,2000.0,100.0,1814
1815,,,20000.0,1000.0,1815
1816,,,70000.0,1000.0,1816
1817,,,1000.0,100.0,1817
1819,,,1.0,0.0,1819
1820,,,1.0,0.0,1820
1821,,,5.0,0.0,1821
1822,,,3.0,0.1,1822
1823,,,100.0,0.0,1823
1824,,,1.0,0.001,1824
1825,,,50.0,0.0,1825
1826,,,1.0,0.001,1826
1827,,,20.0,0.0,1827
1828,,,0.3,0.0001,1828
1829,,,50.0,0.0,1829
1830,,,2.0,0.01,1830
1831,,,6.0,0.1,1831
1832,,,-0.01,-3.0,1832
1833,,,100.0,0.0,1833
1834,,,500.0,0.0,1834
1835,,,300.0,0.0,1835
1836,,,1.0,0.0,1836
1837,,,1.0,0.0,1837
1838,,,1.0,0.0,1838
1839,,,1.0,0.0,1839
1840,,,1.0,0.0,1840
1841,,,1.0,0.0,1841
1842,,,1.0,0.0,1842
1843,,,1.0,0.0,1843
1844,,,1.0,0.0,1844
1845,,,1.0,0.0,1845
1846,,,1.0,0.0,1846
1847,,,1.0,0.0,1847
1848,,,1.0,0.0,1848
1863,,,2.1526,0.0,1863
1864,,,3.44415,0.00430519,1864
1865,,,1000.0,-1000.0,1865
1866,,,100.0,4.0,1866
1867,,,30000.0,0.0,1867
1868,,,30000.0,0.0,1868
1869,,,30000.0,0.0,1869
1870,,,10000.0,0.0,1870
1871,,,2000.0,100.0,1871
1872,,,-1.0,-20.0,1872
1873,,,20000.0,0.0,1873
1874,,,50000.0,0.0,1874
1875,,,100000.0,0.0,1875
1876,,,100000.0,0.0,1876
1877,,,,,1877
1878,,,1000.0,0.0,1878
1879,,,40.0,1.0,1879
1880,,,300.0,0.0,1880
1881,,,20000000.0,1000.0,1881
1883,,,60000.0,0.0,1883
1884,,,1.0,0.0,1884
1885,,,1.0,0.0,1885
1886,,,1.0,0.0,1886
1887,,,1.0,0.0,1887
1888,,,1.0,0.0,1888
1889,,,1.0,0.0,1889
1890,,,1.0,0.0,1890
1891,,,1.0,0.0,1891
1892,,,1.0,0.0,1892
1893,,,500.0,0.0,1893
1894,,,1.0,0.0,1894
1895,,,1.0,0.0,1895
1896,,,1.0,0.0,1896
1897,,,1.0,0.0,1897
1898,,,1.0,0.0,1898
1899,,,500000000000000.0,1000000000000.0,1899
1900,,,1100.0,1.0,1900
1901,,,1.0,0.0,1901
1902,,,1.0,0.0,1902
1903,,,1.0,0.0,1903
1904,,,300.0,0.0,1904
1905,,,1.0,0.0,1905
1906,,,150000.0,0.0,1906
1907,,,7203.6,144.07,1907
1908,,,24686000.0,288010.0,1908
1909,,,1.0,0.0,1909
1910,,,2084.6,10.423,1910
1912,,,1.0,0.0,1912
1913,,,110.0,100.0,1913
1914,,,110.0,100.0,1914
1915,,,110.0,100.0,1915
1916,,,110.0,100.0,1916
1917,,,110.0,100.0,1917
1918,,,110.0,100.0,1918
1919,,,110.0,100.0,1919
1920,,,110.0,100.0,1920
1921,,,1.0,0.0,1921
1922,,,50.0,0.0,1922
1923,,,700.0,0.0,1923
1924,,,1.0,0.0,1924
1925,,,1.0,0.0,1925
1926,,,1.0,0.0,1926
1927,,,1.0,0.0,1927
1928,,,1.0,0.0,1928
1929,,,410.64,8.2129,1929
1930,,,1.0,0.0,1930
1931,,,1.0,0.0,1931
1932,,,1.0,0.0,1932
1933,,,3.1143,0.93429,1933
1934,,,1.0,0.0,1934
1935,,,20000.0,0.0,1935
1936,,,1.0,0.0,1936
1937,,,500000.0,0.0,1937
1938,,,1.0,0.0,1938
1939,,,100000.0,0.0,1939
1940,,,1.0,0.0,1940
1941,,,200000.0,0.0,1941
1942,,,1.0,0.0,1942
1943,,,1.0,0.0,1943
1944,,,15.744,0.022492,1944
1945,,,1.0,0.0,1945
1946,,,1.0,0.0,1946
1947,,,1.0,0.0,1947
1948,,,1.0,0.0,1948
1949,,,1.0,0.0,1949
1950,,,20.0,0.0,1950
1951,,,1.0,0.0,1951
1952,,,60.0,0.0,1952
1953,,,1.0,0.0,1953
1954,,,10000.0,0.0,1954
1955,,,0.0185037,0.0,1955
1956,,,1.0,0.0,1956
1957,,,1.0,0.0,1957
1958,,,15.514,0.0,1958
1959,,,137.78,0.0,1959
1960,,,3000.0,10.0,1960
1961,,,600.0,6.0,1961
1962,,,600.0,6.0,1962
1963,,,500.0,5.0,1963
1964,,,600.0,8.0,1964
1965,,,595.238,0.0,1965
1966,,,2.14081,0.0,1966
1967,,,3.0,0.0,1967
1969,,,1.0,0.0,1969
1970,,,1.0,0.0,1970
1971,,,1.0,0.0,1971
1972,,,90.0,1.0,1972
1973,,,350.0,0.0,1973
1974,,,700.0,0.0,1974
1975,,,924.98,0.0,1975
1976,,,2884.8,0.0,1976
1977,,,500000000.0,0.0,1977
1978,,,120000.0,60.0,1978
1979,,,1.0,0.0,1979
1980,,,100.0,0.0,1980
1981,,,5.84,0.0,1981
1982,,,1.0,0.0,1982
1983,,,1.0,0.0,1983
1984,,,1.0,0.0,1984
1985,,,5.0,0.0,1985
1986,,,1.0,0.0,1986
1987,,,1.0,0.0,1987
1989,,,1.0,0.0,1989
1990,,,1.0,0.0,1990
1991,,,1.0,0.0,1991
1993,,,10000.0,0.0,1993
1995,,,1.0,0.0,1995
1996,,,200000.0,0.0,1996
1998,,,1.0,0.0,1998
1999,,,1.0,0.0,1999
2000,,,1.0,0.0,2000
2001,,,150000.0,0.0,2001
2002,,,1.0,0.0,2002
2003,,,1.0,0.0,2003
2004,,,1.0,0.0,2004
2005,,,1.0,0.0,2005
2006,,,1.0,0.0,2006
2007,,,5.0,0.0,2007
2008,,,1.0,0.0,2008
2009,,,1.0,0.0,2009
2010,,,40.0,20.0,2010
