id,name
1724,"Veilonella spp., urogenital scraping"
1725,"Staphylococcus aureus, urogenital scraping"
1726,"Staphylococcus intermedius, urogenital scraping"
1727,"Staphylococcus epidermidis, urogenital scraping"
1728,"Staphylococcus saprophyticus, urogenital scraping"
1729,"Enterococcus faecalis, urogenital scraping"
1730,"Enterococcus faecium, urogenital scraping"
1731,"Streptococcus agalactiae (group B), urogenital scraping"
1732,"Streptococcus pyogenes, urogenital scraping"
1733,"Micrococcus spp., urogenital scraping"
1734,"Escherichia coli, urogenital scraping"
1735,"Klebsiella pneumoniae, urogenital scraping"
1736,"Klebsiella oxytoca, urogenital scraping"
1737,"Citrobacter freundii, urogenital scraping"
1738,"Citrobacter diversus, urogenital scraping"
1739,"Enterobacter cloacae, urogenital scraping"
1740,"Enterobacter sakazaki, urogenital scraping"
1741,"Serratia marcesecens, urogenital scraping"
1742,"Providencia rettgeri, urogenital scraping"
1743,"Proteus vulgaris, urogenital scraping"
1744,"Proteus mirabilis, urogenital scraping"
1745,"Proteus myxofaciens, urogenital scraping"
1746,"Morganella morgani, urogenital scraping"
1747,"Acinetobacter spp., urogenital scraping"
1748,"Alcaligenes faecalis, urogenital scraping"
1749,"Pseudomonas aeruginosa, urogenital scraping"
1750,"Pseudomonas spp., urogenital scraping"
1751,"Oligella urethralis, urogenital scraping"
1752,"Kingella spp., urogenital scraping"
1753,"Neisseria spp., urogenital scraping"
1754,"Candida albicans, urogenital scraping"
1755,"Candida tropicalis, urogenital scraping"
1756,"Candida kruseii, urogenital scraping"
1757,"Candida glabrata, urogenital scraping"
1758,"Candida spp., urogenital scraping"
1759,"Peptococcus spp., urogenital scraping"
1760,"Other microorganisms, urogenital scraping"
1761,"Oxygen saturation (SO2), blood"
1762,Base excess
1763,"Bilirubin, urine qualitative"
1764,"Fungal spores, urine"
1765,"Salt crystals, urine"
1766,"Urobilinogen, urine qualitative"
1767,"Ketones, urine qualitative"
1768,"Salts, urine"
1769,"Glucose, urine qualitative"
1770,"Casts, urine HPF"
1771,"Hematoidin, urine qualitative"
1772,"Hemosiderin, urine qualitative"
1773,"Fatty acids, urine qualitative"
1774,"Neutral fat, urine qualitative"
1775,"Ammonium biurate crystals, urine HPF"
1776,"Phosphoric acid lime, urine HPF"
1777,"Tripelphosphates, urine HPF"
1778,"Tripelphosphates, urine"
1779,"Calcium phosphate crystals, urine"
1780,"Sperm, urine HPF"
1781,"Measles virus IgM Ab, qualitative"
1782,"Measles virus IgG Ab, qualitative"
1784,"Measles virus IgG Ab, positivity coefficient"
1785,"Ascorbic acid, urine qualitative"
1786,"Budding yeast cells, urine qualitative"
1787,"Pseudomycelium, urine qualitative"
1788,"Yeast, urine qualitative"
1790,"Phadiatop infant, IgE"
1791,"Phadiatop infant, IgE qualitative"
1793,"Sodium, urine"
1794,"Phosphorus, urine"
1796,"Antinuclear Ab, positivity coefficient"
1798,Hemoglobin distribution width
1800,Sarcosine
1801,Phosphoserine
1802,Phosphoethanolamine
1803,Cysteine total
1804,"Ethanolamine, CSF "
1805,"Casts, urine Nechiporenko test"
1809,"Amorphous urates+phosphates, urine qualitative"
1810,"Amorphous crystals, urine qualitative"
1812,"Cortisone, saliva"
1813,"NBTi (neutrophils), %"
1814,Induced/spontaneous metabolic neutrophils activity ratio
1815,Active phagocytes
1816,Absolute phagocytic index
1817,Index of phagocytosis completeness
1819,"Casts, urine qualitative"
1820,"Protein, urine qualitative"
1821,"Cylindroids, urine HPF"
1822,"Acetic acid absolute content (C2), feces"
1823,"Acetic acid relative content (C2), feces"
1824,"Propionic acid absolute content (C3), feces"
1825,"Propionic acid relative content (C3), feces"
1826,"Butyric acid absolute content (C4), feces"
1827,"Butyric acid relative content (C4), feces"
1828,"IsoCn absolute content (isoC4+isoC5+isoC6), feces"
1829,"IsoCn relative content (isoC4+isoC5+isoC6), feces"
1830,"IsoCn/Cn, feces"
1831,"Total content (C2+...C6), feces"
1832,"Anaerobic index (C2-C4), feces"
1833,"Sugars, % feces"
1834,"Erythrocytes, cervical canal HPF"
1835,"Erythrocytes, vagina HPF"
1836,"Diplococci, cervical canal qualitative"
1837,"Diplococci, vagina qualitative"
1838,"Diplococci, urethra qualitative"
1839,"Leukocytes and epithelial cells ratio, vagina qualitative"
1840,"Incomplete phagocytosis, vagina qualitative"
1841,"Incomplete phagocytosis, cervical canal qualitative"
1842,"Incomplete phagocytosis, urethra qualitative"
1843,"Blastospores, vagina qualitative"
1844,"Blastospores, cervical canal qualitative"
1845,"Blastospores, urethra qualitative"
1846,"Fungal mycelium, vagina qualitative"
1847,"Fungal mycelium, cervical canal qualitative"
1848,"Fungal mycelium, urethra qualitative"
1863,"Melatonin, plasma"
1864,"Melatonin, saliva"
1865,T-score
1866,"Latex test, %"
1867,"Cholic acid, serum"
1868,"Chenodeoxycholic acid, serum"
1869,"Deoxycholic acid, serum"
1870,"Ursodeoxycholic acid, serum"
1871,Osmolarity index
1872,Free water clearance
1873,Activated protein C resistance
1874,"Antibodies to Helicobacter pylori, IgG positivity coefficient"
1875,"Antibodies to Helicobacter pylori, IgM positivity coefficient"
1876,"Antibodies to Helicobacter pylori, IgA+IgG+IgM positivity coefficient"
1877,"Antibodies to Helicobacter pylori protein CagA, IgA positivity coefficient"
1878,Apoliprotein A/apoliprotein B ratio
1879,"Deoxypyridinoline, urine"
1880,Creatinine clearance
1881,"Creatinine, 24h urine concentration"
1883,"5-Hydroxyindoleacetic acid, 24h urine"
1884,"Renal epithelium, urine qualitative"
1885,"Squamous epithelial cells, urine qualitative"
1886,"Transitional epithelium, urine qualitative"
1887,"Granular casts, urine qualitative"
1888,"WBC, urine qualitative"
1889,"Hyaline casts, urine qualitative"
1890,"RBC dysmorphic, urine qualitative"
1891,"RBC, urine qualitative"
1892,"Urates, urine qualitative"
1893,"Bacteria, urine HPF"
1894,"Waxy casts, urine qualitative"
1895,"Bile acids, urine qualitative"
1896,"Transitional+renal epithelium, urine qualitative"
1897,"Indican, urine qualitative"
1898,"Transitional, renal, cylindrical epithelial cells, urine qualitative"
1899,Urine quantity
1900,"Cortisol free, urine"
1901,"Crystals, urine qualitative"
1902,"Bilirubin crystals, urine qualitative"
1903,"Ammonium biurate crystals, urine qualitative"
1904,"Crystals, urine HPF"
1905,"Calcium carbonate crystals, urine qualitative"
1906,Hepatitis B Core Ag IgM Ab
1907,"Lithium, urine"
1908,"Magnesium, urine"
1909,"Microflora, urine qualitative"
1910,"Molybdenum, urine"
1912,"Rest Nitrogen, urine qualitative"
1913,Urine specific gravity 1 portion of Zimnitskiy test
1914,Urine specific gravity 2 portion of Zimnitskiy test
1915,Urine specific gravity 3 portion of Zimnitskiy test
1916,Urine specific gravity 4 portion of Zimnitskiy test
1917,Urine specific gravity 5 portion of Zimnitskiy test
1918,Urine specific gravity 6 portion of Zimnitskiy test
1919,Urine specific gravity 7 portion of Zimnitskiy test
1920,Urine specific gravity 8 portion of Zimnitskiy test
1921,"Pathological cast, urine qualitative"
1922,"Pathological cast, urine HPF"
1923,"Mucus, urine HPF"
1924,"Phosphoric acid lime, urine qualitative"
1925,"Sperm, urine qualitative"
1926,"White blood cells clumps, urine qualitative"
1927,"RBC clumps, urine qualitative"
1928,"Fungal spores and pseudomycelium, urine qualitative"
1929,"Antimony, urine"
1930,"Urethral thread, urine qualitative"
1931,"Urobilin, urine qualitative"
1932,"Calcium phosphate crystals, urine qualitative"
1933,CH
1934,"Mumps Virus IgM Ab, qualitative"
1935,"Mumps Virus IgG Ab, positivity coefficient"
1936,"Mumps Virus IgG Ab, qualitative"
1937,"Varicella Zoster Virus IgG Ab, positivity coefficient"
1938,"Varicella Zoster Virus IgG Ab, qualitative"
1939,"Varicella Zoster Virus IgM Ab, positivity coefficient"
1940,"Varicella Zoster Virus IgM Ab, qualitative"
1941,"Varicella Zoster Virus IgA Ab, positivity coefficient"
1942,"Varicella Zoster Virus IgA Ab, qualitative"
1943,"Varicella Zoster Virus DNA, blood qualitative"
1944,"Vitamin K2, serum"
1945,"Granular casts Nechiporenko tests, urine qualitative"
1946,"Epithelial casts Nechiporenko tests, urine qualitative"
1947,"Unclassified casts, urine qualitative"
1948,"Pigment casts, urine qualitative"
1949,"Casts with inclusions, urine qualitative"
1950,"Transitional+squamous epithelium, urine"
1951,"Polymorphic epithelium, urine qualitative"
1952,"Intermediate epithelium, urine"
1953,"Epithelial cells, urine qualitative"
1954,Prostate health index
1955,Progastrin-releasing-protein
1956,"Hemoglobin, feces qualitative"
1957,"Hemoglobin+haptoglobin complex, feces qualitative"
1958,Fecal occult blood test
1959,Tryptase
1960,DR
1961,Binding efficiency (BE)
1962,Real transport quality (RTQ)
1963,Detoxification efficiency (DTE)
1964,Tissue polypeptide-specific antigen
1965,Trophoblastic beta-1-Globulin
1966,Glutathione S-transferase P1-1
1967,"Strontium, hair"
1969,"T-Spot, antigen tuberculosis A qualitative"
1970,"T-Spot, antigen tuberculosis B qualitative"
1971,"Hepatitis A virus IgG Ab, qualitative"
1972,"Alpha-amylase, urine excretion"
1973,Carbohydrate-deficient transferrin
1974,"Protein, 24h urine concentration"
1975,"Boron, urine"
1976,"Chromium, urine"
1977,"Potassium, urine"
1978,Urine collection time in Reberg test
1979,"Hyphae yeast cells, urine qualitative"
1980,"Globulins, %"
1981,"Glutaric acid/Creat, urine"
1982,"Fungi morphologically similar to Candida spp., urine qualitative"
1983,"Pseudohyphae yeast cells, urine qualitative"
1984,"Streptococcus pyogenes, pharynx qualitative"
1985,"Fat, urine"
1986,"Pseudomycelium, vagina qualitative"
1987,"Cells of another epithelium, urine qualitative"
1989,"Transitional+squamous epithelium, urine qualitative"
1990,"Mixed cellular casts, urine qualitative"
1991,"Mixed cellular casts, urine"
1993,"Borrelia burgdorferi IgM Ab, positivity coefficient"
1995,"Borrelia burgdorferi IgM Ab, qualitative"
1996,"Borrelia burgdorferi IgG Ab, positivity coefficient"
1998,"Borrelia burgdorferi IgG Ab, qualitative"
1999,"Borrelia burgdorferi s.l. DNA, blood qualitative"
2000,"Cytomegalovirus IgG Ab, qualitative"
2001,"Antibodies to Human Herpes Virus 6, IgG positivity coefficient"
2002,"Antibodies to Human Herpes Virus 6, IgG qualitative"
2003,"Leucine crystals, urine qualitative"
2004,"Pathological crystals, urine qualitative"
2005,"Tyrosine crystals, urine qualitative"
2006,"Cholesterol crystals, urine qualitative"
2007,"Small round cells, urine"
2008,"Fungal mycelium, urine qualitative"
2009,"Other, urine qualitative"
2010,Blood temperature
2011,Urine amount 1 portion of Zimnitskiy test
2012,Urine amount 2 portion of Zimnitskiy test
2013,Urine amount 3 portion of Zimnitskiy test
2014,Urine amount 4 portion of Zimnitskiy test
2015,Urine amount 5 portion of Zimnitskiy test
2016,Urine amount 6 portion of Zimnitskiy test
2017,Urine amount 7 portion of Zimnitskiy test
2018,Urine amount 8 portion of Zimnitskiy test
2019,"Diuresis, day"
2020,"Diuresis, night"
2021,"Broad casts, urine"
2022,"Fungal elements, urine qualitative"
2023,"Neoplasms elements, urine qualitative"
2025,"Antibodies to Herpes Simplex Virus 2, IgG positivity coefficient"
2026,"Antibodies to Herpes Simplex Virus 2, IgG qualitative"
2027,"Candida famata DNA, urogenital scraping qualitative"
2028,"Bile acids, feces qualitative"
2029,"Iodophilic flora, feces qualitative"
2030,"RBC, urine HPF"
2031,"Mucus in micropreparation, feces qualitative"
2032,"Pathogenic enterobacteria, feces"
2033,"Squamous+cylindrical epithelium, feces qualitative"
2034,"Ureaplasma spp. DNA, urogenital scraping qualitative"
2036,Beta-1-globulin
2037,Beta-2-globulin
2038,"Chlamydia trachomatis, IgG positivity coefficient"
2039,"Chlamydia trachomatis, IgG qualitative"
2040,"Chlamydia trachomatis, IgM positivity coefficient"
2041,"Chlamydia trachomatis, IgM qualitative"
2042,"Chlamydia trachomatis, IgA positivity coefficient"
2043,"Chlamydia trachomatis, IgA qualitative"
2044,"Chlamydia trachomatis DNA, urogenital scraping qualitative"
2045,"Citrobacter braakii, feces"
2046,"Citrobacter diversus, feces"
2047,"Escherichia coli lac (+), feces"
2048,"Enterococcus faecalis, feces"
2049,"Pseudomonas aeruginosa, feces qualitative"
2050,"Shigella spp.+Salmonella spp., feces qualitative"
2051,"Shigella spp., feces"
2052,"Staphylococcus aureus, feces qualitative"
2053,"Alpha-1-Antitrypsin, feces"
2054,"Helicobacter pylori antigen, feces qualitative"
2055,"Bacteria, feces qualitative"
2056,"Pus, feces qualitative"
2057,"Candida glabrata, feces"
2058,"Candida krusei, feces"
2059,"Candida tropicalis, feces"
2060,"Fungi, feces qualitative"
2061,"Other components, feces qualitative"
2063,"Iodophilic flora large, feces qualitative"
2064,"Iodophilic flora small, feces qualitative"
2065,"Clonorchis sinensis, feces qualitative"
2066,"Clostridium spp., feces qualitative"
2067,"Starch grains, feces qualitative"
2068,"Blood inclusion, feces qualitative"
2069,"WBC, feces qualitative"
2070,"Helminth larvae, feces qualitative"
2071,"Microorganisms, feces qualitative"
2072,"Fungal mycelium, feces qualitative"
2073,"Muscle fibers layers, feces qualitative"
2075,"Enterobacteriaceae spp. pathogenic, feces qualitative"
2076,"Food residues, feces qualitative"
2077,"Filamentous fungi, feces qualitative"
2078,"Mucus+blood, feces qualitative"
2079,"Fungal spores, feces qualitative"
2081,"Ketones, blood"
2082,"Hepatitis C virus RNA, qualitative"
2084,"RBC casts Nechiporenko tests, urine qualitative"
2085,"RBC casts, urine Nechiporenko tests"
2086,"Epithelial casts, urine Nechiporenko tests"
2087,"Waxy casts, urine"
2088,"Fatty casts, urine"
2091,"WBC casts, urine HPF"
2092,"RBC casts, urine HPF"
2093,"RBC casts, urine"
2101,"Hepatitis B virus IgG Ab, positivity coefficient"
2103,"Glucose 1 portion of glucosuric profile, urine qualitative"
2104,"Glucose 2 portion of glucosuric profile, urine qualitative"
2105,"Glucose 3 portion of glucosuric profile, urine qualitative"
2107,"Leukocyte esterase, urine"
2109,"Staphylococcus coagulase-negative, feces"
2110,"Staphylococcus coagulase-positive, feces"
2111,"Staphylococcus epidermidis+saprophyticus, feces"
2112,"Toxocara canis, feces qualitative"
2113,"Toxocara mystax, feces qualitative"
2116,"Schistosoma, feces qualitative"
2117,"Fungal elements, feces qualitative"
2118,"WBC casts, urine"
2119,"RBC, feces qualitative"
2120,"Eosinophils, feces qualitative"
2121,"Eosinophils, feces HPF"
2122,"Amorphous crystals, urine"
2125,"Amorphous phosphate, urine"
2126,"Calcium oxalate crystals, urine HPF"
2127,"Pseudomycelium, urine"
2128,"Yeast cells, urine"
2129,"Budding yeast cells, urine HPF"
2130,"Budding yeast cells, urine"
2132,"RBC normal morphology, urine"
2133,"RBC dysmorphic, urine"
2134,"RBC normal morphology, urine %"
2135,"RBC dysmorphic, urine %"
2138,"Mycoplasma hominis IgA Ab, qualitative"
2139,"Mycoplasma hominis IgA Ab, positivity coefficient"
2140,"Mycoplasma hominis IgG Ab, qualitative"
2141,"Mycoplasma hominis IgG Ab, positivity coefficient"
2143,"Antibodies to Ureaplasma urealyticum, IgA qualitative"
2144,"Antibodies to Ureaplasma urealyticum, IgA positivity coefficient"
2146,"Antibodies to Ureaplasma urealyticum, IgG qualitative"
2147,"Antibodies to Ureaplasma urealyticum, IgG positivity coefficient"
2149,"Antibodies to Trichomonas vaginalis, IgG qualitative"
2150,"Antibodies to Trichomonas vaginalis, IgG positivity coefficient"
2151,"Toxoplasma gondii IgM Ab, qualitative"
2154,"8-Hydroxy-2'-deoxyguanosine/Creat, urine"
2155,"Amorphous phosphate, urine HPF"
2156,"Malondialdehyde, serum"
2157,"Fatty acids+soaps, feces HPF"
2158,"Neutral fat, feces HPF"
2160,"Indigestible vegetable fibers, feces HPF"
2161,"Digestible vegetable fibers, feces HPF"
2164,"Protozoa+helminth eggs, feces qualitative"
2165,"Anaerobes total microbial count, feces"
2166,"Facultative aerobes total microbial count, feces"
2167,"Anaerobes/Facultative aerobes total microbial count ratio, feces"
2168,"Hemolytic bacteroides %, feces"
2169,"Acinetobacter spp., feces"
2170,"Enterococcus faecium, feces"
2171,"Hafnia spp., feces"
2172,"Lactobacillus jensenii, urogenital scraping"
2173,"Leptotrichia spp., vagina qualitative"
2174,"Leptotrichia spp., urethra qualitative"
2175,"Leptotrichia spp., cervical canal qualitative"
2176,"Mobiluncus curtisii DNA, urogenital scraping qualitative"
2177,"Pseudomonas spp., feces"
2178,"Hemolytic Streptococci, feces"
2179,"Conditionally pathogenic enterobacteria, feces"
2180,"Pathogenic microorganisms, feces"
2181,"Escherichia pathogenic, feces qualitative"
2182,"Pathogenic Escherichia, Shigella, Salmonella, Campylobacter, Aeromonas, Plesiomonads, Listeria, Yersinia, feces"
2183,"Urobilinogen+Stercobilin, feces qualitative"
2184,"Enterococci+streptococci, feces"
2185,Alpha-tocopherol/cholesterol+triglycerides ratio
2186,Alpha-tocopherol/total lipids ratio
2187,"D-Arabinitol/Creat, serum"
2188,Thromboxane B2
2189,"Thromboxane B2/Creat, urine"
2190,P-selectin
2191,Endothelin 1
2192,Prostaglandin I2
2193,Prostaglandin I3
2194,Thromboxane B3
2195,"Calcium/Phosphorus ratio, serum"
2196,LH/FSH ratio
2197,"Crystals, feces qualitative"
2198,"Predictive index, postmenopausal"
2199,"Predictive index, premenopausal"
2200,"Rubella virus IgM Ab, qualitative"
2201,Glutathione reduced
2202,Glutathione total
2203,"Bordetella pertussis IgM Ab, qualitative"
2204,Bordetella pertussis IgG Ab
2205,Mycoplasma pneumoniae IgG Ab
2206,"Erythrocytes, urethra HPF"
2207,"Antisperm antibodies, semen qualitative"
2208,"Antisperm antibodies, semen %"
2209,"Antisperm antibodies IgA, semen qualitative"
2210,"Antisperm antibodies IgG, semen qualitative"
2212,"Dilution time, semen"
2215,"Residual bodies, semen qualitative"
2216,"Urethral epithelial cells, semen qualitative"
2217,"Prostate epithelial cells, semen qualitative"
2218,"Mucus, semen qualitative"
2219,"Epithelial cells, semen HPF"
2220,"Immotile sperm (D), qualitative"
2221,Immotile sperm (D) concentration
2222,Immotile and non-progressive sperm count
2223,"Sperm with a cytoplasmic droplet,%"
2224,"Pendulum motility (C), %"
2225,"Manege motility (C), %"
2226,Immature sperm count
2227,"Bacteria, semen qualitative"
2229,"Sperm agglutination, semen qualitative"
2231,"Acrosome abnormalities, %"
2232,"Sperm with normal acrosome, %"
2233,"Sperm with normal middle part, %"
2234,"Sperm with normal head form, %"
2235,"Sperm with normal head size, %"
2236,"Sperm with normal tail, %"
2237,"Sperm with missing tail, %"
2238,"Middle part sperm abnormalities, %"
2239,"Middle part sperm abnormal angle, %"
2240,"Abnormal sperms tail attachment, %"
2242,"Individual sperm elements, %"
2243,"Spermal head, middle part and tail defect, %"
2244,"Spermal head and middle part defect, %"
2245,"Spermal head and tail defect, %"
2246,"Middle part and tail defect, %"
2247,"Sperm head single defect, %"
2248,"Sperm head defects, %"
2249,"Sperm middle part single defect, %"
2250,"Sperm middle part defects, %"
2251,"Sperm tail defects, %"
2252,"Sperm tail single defect, %"
2253,"Multiple tail sperm, %"
2254,"Pyriform or tapering sperm head, %"
2255,"Amorphous sperm head, %"
2256,"Round sperm head, %"
2257,"Slim sperm head, %"
2258,"Short sperm tail, %"
2259,"Abnormal sperm tail, %"
2260,"Twisted sperm tail, %"
2261,"Brush-shaped sperm head, %"
2262,Motile sperm concentration
2263,Progressive motile sperm concentration
2264,Functional sperm concentration
2265,Teratozoospermia index (TZI)
2266,Normal motile sperm index
2268,"Fast progressive motility sperm (A), %"
2269,"Slow progressive motility sperm (B), %"
2270,"Progressive motility sperm (A+B), %"
2271,"Total motile sperm (A+B+C), %"
2272,"Immotile sperm (D), %"
2273,"Dead sperm, %"
2274,"Spermatogenesis cells, HPF"
2275,"Spermatogenesis cells, qualitative"
2276,"Spermiophages, semen qualitative"
2277,"Abnormal sperm, %"
2278,"Sperm with head anomaly, qualitative"
2280,"Sperm with neck anomaly, qualitative"
2281,"Sperm tail defects, qualitative"
2282,"Combined pathology sperm, qualitative"
2284,"Pathological components, urine qualitative"
2285,"Uranium, hair"
2286,"Niobium, hair"
2287,"Tellurium, hair"
2288,"Caesium, hair"
2289,"Cerium, hair"
2290,"Samarium, hair"
2291,-2proPSA
2292,2proPSA ratio
2293,Trophoblastic beta-1-Globulin/human chorionic gonadotropin ratio
2294,"Mycoplasma hominis DNA, urogenital scraping qualitative"
2295,"Small round cells, urine HPF"
2296,Apoliprotein B/apoliprotein A1 ratio
2297,"Antibodies to Helicobacter pylori, IgA qualitative"
2298,Borrelia burgdorferi IgG Ab
2300,"Antibodies to Tick-borne encephalitis virus, IgM qualitative"
2301,"Borrelia burgdorferi expressed protein-like sequence IgG Ab, qualitative"
2302,"Borrelia burgdorferi membrane vesicles protein IgG Ab, qualitative"
2303,"Borrelia burgdorferi BmpA, p39 IgG Ab, qualitative"
2304,"Borrelia burgdorferi Osp, p31 IgG Ab, qualitative"
2305,"Borrelia burgdorferi p30 IgG Ab, qualitative"
2306,"Borrelia burgdorferi OspC, p25 IgG Ab, qualitative"
2307,"Borrelia burgdorferi p21 IgG Ab, qualitative"
2308,"Borrelia burgdorferi p19 IgG Ab, qualitative"
2309,"Borrelia burgdorferi p17 IgG Ab, qualitative"
2310,"Borrelia burgdorferi expressed protein-like sequence IgM Ab, qualitative"
2311,"Borrelia burgdorferi membrane vesicles protein IgM Ab, qualitative"
2312,"Borrelia burgdorferi BmpA, p39 IgM Ab, qualitative"
2313,"Borrelia burgdorferi Osp, p31 IgM Ab, qualitative"
2314,"Borrelia burgdorferi p30 IgM Ab, qualitative"
2315,"Borrelia burgdorferi OspC, p25 IgM Ab, qualitative"
2316,"Borrelia burgdorferi p21 IgM Ab, qualitative"
2317,"Borrelia burgdorferi p19 IgM Ab, qualitative"
2318,"Borrelia burgdorferi p17 IgM Ab, qualitative"
2319,"Phagocytosis index 30 minutes, %"
2320,"Phagocytosis index 120 minutes, %"
2321,"Phagocytic rate, 30 minutes"
2322,"Phagocytic rate, 120 minutes"
2323,Phagocytosis completeness rate
2324,"Phagocytic rate, %"
2325,"Clue cells, vagina qualitative"
2326,"Clue cells, urethra qualitative"
2327,"Mercury, serum"
2329,"Arsenic, nails"
2330,Motile sperm count
2331,Progressive motile sperm count
2332,Functional sperm count
2333,"Strontium, nails"
2334,"Pathogenic fungi, nails qualitative"
2335,"Glucose, 30 minutes"
2336,"Glucose, 90 minutes"
2337,"Bordetella pertussis IgA Ab, positivity coefficient"
2338,"Bordetella pertussis IgA Ab, qualitative"
2339,"Bordetella pertussis IgG Ab, positivity coefficient"
2340,"Bordetella pertussis IgG Ab, qualitative"
2341,"Bordetella pertussis IgM Ab, positivity coefficient"
2342,"Bordetella pertussis IgG Ab, avidity index"
2343,"Antibodies to Herpes Simplex Virus 2, IgM positivity coefficien"
2344,"Antibodies to Herpes Simplex Virus 2, IgM qualitative"
2345,Hemoglobin A0
2346,CYP21A2 gene deletions qualitative
2347,CYP21A2 gene conversion qualitative
2348,CYP21A2 gene -113 bp mutation qualitative
2349,CYP21A2 gene I2G mutation qualitative
2350,CYP21A2 gene P30L mutation qualitative
2351,CYP21A2 gene 8bp deletions qualitative
2352,CYP21A2 gene F306+T mutation qualitative
2353,CYP21A2 gene I172N mutation qualitative
2354,CYP21A2 gene I236N mutation qualitative
2355,CYP21A2 gene M239K mutation qualitative
2356,CYP21A2 gene P453S mutation qualitative
2357,CYP21A2 gene Q318X mutation qualitative
2358,CYP21A2 gene R356W mutation qualitative
2359,CYP21A2 gene V237E mutation qualitative
2360,CYP21A2 gene V281L mutation qualitative
2361,"Proteinase 3 Ab, IgG qualitative"
2362,"Proteinase 3 Ab, IgG positivity coefficient"
2363,"Myeloperoxidase antibody, IgG qualitative"
2364,"Myeloperoxidase antibody, IgG positivity coefficient"
2365,"Lactoferrin antibody, IgG qualitative"
2366,"Lactoferrin antibody, IgG positivity coefficient"
2367,"Neutrophilic elastase antibody, IgG qualitative"
2368,"Neutrophilic elastase antibody, IgG positivity coefficient"
2369,"Cathepsin G antibody, IgG qualitative"
2370,"Cathepsin G antibody, IgG positivity coefficient"
2371,"BPI protein antibody, IgG qualitative"
2372,"BPI protein antibody, IgG positivity coefficient"
2373,"Lysozyme antibody, IgG qualitative"
2374,"Asymmetric dimethylarginine, blood"
2375,"BPI protein antibody, IgG"
2376,Macroprolactin
2377,"Monomeric prolactin (post-PEG), %"
2378,"Uranium, serum"
2379,"Chloride, blood"
2380,"Boron, blood"
2381,"Sodium, blood"
2382,"Lithium, blood"
2383,Leukocytic index of intoxication (LII)
2384,Garkavi index
2385,Hematological index of the intoxication
2386,"Neisseria gonorrhoeae, semen qualitative"
2387,"Atypical cells, semen qualitative"
2388,Nuclear endotoxicosis grade index
2389,Nuclear shift index
2390,Index of allergization (IA)
2391,Immunoreactivity Index
2392,Index of the ratio of neutrophils and monocytes (IRNM)
2393,Index of the ratio of lymphocytes and monocytes (IRLM)
2394,Index of the ratio of lymphocytes and eosinophils (IRLE)
2395,Eosinophil to Lymphocyte Ratio
2396,Ration index of leukocytes and ESR (ILESR)
2397,Agranulocytes to ESR Ratio
2398,Neutrophil/Lymphocyte Ratio (NLR)
2399,Blood leukocyte shift index (BLSI)
2400,Lymphocytic-granulocytic Index (ILG)
2401,Intoxication rate
2402,Modified leukocyte intoxication index
2403,Body resistance index
2404,Reactive Neutrophil Response
2405,Diamineoxidase
2406,"Thrombodynamic, lag time of clot growth"
2407,"Thrombodynamic, average of clot growth"
2408,"Thrombodynamic, initial rate of clot growth"
2409,"Thrombodynamic, stationary clot growth rate"
2410,"Thrombodynamic, clot size 30 min"
2411,"Thrombodynamic, clot density"
2412,"Thrombodynamic, spontaneous clots formation time"
2413,"Uric acid, urine"
2414,Creatine Kinase-MB activity
2415,Creatine Kinase-MB/Creatine Kinase ratio
2416,"Candida guilliermondii DNA, urogenital scraping qualitative"
2417,"Candida parapsilosis DNA, urogenital scraping qualitative"
2418,"Postcoital test, qualitative"
2419,"Fungi DNA, urogenital scraping qualitative"
2421,"Mobiluncus mulieris DNA, urogenital scraping qualitative"
2422,"Leptotrichia amnionii group DNA, urogenital scraping qualitative"
2423,"Mycoplasma genitalium DNA, urogenital scraping qualitative"
2424,"Prevotella spp. DNA, urogenital scraping qualitative"
2426,"Campylobacter spp. DNA, feces qualitative"
2428,"Salmonella DNA, feces qualitative"
2429,"Staphylococcus coagulase-negative , semen"
2430,"Staphylococcus aureus, semen"
2431,"Streptococcus agalactiae (group B), semen"
2432,"Enterococcus faecalis, semen"
2433,"Streptococcus spp., semen"
2434,"Escherichia coli, semen"
2435,"Enterobacter spp., semen"
2436,"Klebsiella spp., semen"
2437,"Candida type yeasts, semen"
2438,"Anaerobic flora, semen"
2439,"Aerobic and facultative anaerobic flora, semen"
2440,"Shigella/EIEC DNA, feces qualitative"
2441,Varicella Zoster Virus IgG Ab
2442,"HIV 1 RNA, qualitative"
2444,"Levocarnitine free/Creat, urine"
2445,"Levocarnitine total/Creat, urine"
2446,"Esterified carnitines/Creat, urine"
2447,"Esterified/free carnitine ratio, urine"
2448,"Levocarnitine free (C0), blood"
2449,"Acetylcarnitine (C2), blood"
2450,"Propionylcarnitine (C3), blood"
2451,"Butyrylcarnitine (C4), blood"
2452,"Isovalerylcarnitine (C5), blood"
2453,"Glutarylcarnitine (C5DC), blood"
2454,"Hexanoylcarnitine (C6), blood"
2455,"Octanoylcarnitine (C8), blood"
2456,"Decanoylcarnitine (C10), blood"
2457,"Dodecanoylcarnitine (C12), blood"
2458,"Tetradecanoylcarnitine (C14), blood"
2459,"Hexadecanoylcarnitine (C16), blood"
2460,"Stearoylcarnitine (C18), blood"
2461,"Esterified carnitines, blood"
2462,"Levocarnitine total, blood"
2463,"Epithelial cells, prostatic fluid HPF"
